PRN;Time_UTC;Azimuth;Elevation;MP_C1X;MP_C5X;MP_C7X;MP_C8X;SNR_S1X;SNR_S5X;SNR_S7X;SNR_S8X
E25;2022-01-01 02:25:30;341.59;16.25;-0.7800;-1.0032;0.1868;-0.0874;43.0;41.4;41.6;44.9
E25;2022-01-01 02:26:00;341.44;16.29;-0.7566;-1.1492;0.1660;-0.0948;42.8;41.0;41.5;45.1
E25;2022-01-01 02:26:30;341.28;16.33;-0.3955;-1.2415;-0.3805;-0.0737;43.4;41.6;41.8;45.7
E25;2022-01-01 02:27:00;341.12;16.37;0.0107;-0.5862;0.4135;-0.1255;44.1;41.4;42.3;45.3
E25;2022-01-01 02:27:30;340.97;16.40;-0.0332;-0.8490;0.5839;-0.1805;43.6;41.8;42.4;45.7
E25;2022-01-01 02:28:00;340.81;16.44;-0.1263;-0.9763;0.3120;-0.2067;43.2;41.5;41.9;45.3
E25;2022-01-01 02:28:30;340.65;16.47;0.1422;-0.5240;-0.1520;-0.2435;44.1;42.0;41.2;45.6
E25;2022-01-01 02:29:00;340.49;16.50;-0.3929;-0.5358;-0.5507;-0.2406;44.8;41.8;41.5;44.9
E25;2022-01-01 02:29:30;340.33;16.54;-0.2595;-0.6936;-0.2149;-0.1640;44.0;42.1;41.6;45.5
E25;2022-01-01 02:30:00;340.17;16.57;0.3433;-0.1539;0.1853;-0.1811;44.9;41.8;41.9;45.9
E25;2022-01-01 02:30:30;340.02;16.60;0.8694;0.1201;0.7624;-0.1665;45.6;42.4;42.5;46.3
E25;2022-01-01 02:31:00;339.86;16.63;0.7801;-0.0329;0.3742;0.0127;45.5;41.8;42.5;45.8
E25;2022-01-01 02:31:30;339.70;16.66;0.2683;0.1031;-0.1920;0.1002;45.7;42.2;42.3;46.0
E25;2022-01-01 02:32:00;339.54;16.69;0.2412;-0.3659;-0.0824;0.1349;45.5;42.4;42.7;46.3
E25;2022-01-01 02:32:30;339.38;16.72;-0.5239;-0.5402;-0.3097;0.2893;44.8;42.1;43.3;46.6
E25;2022-01-01 02:33:00;339.22;16.74;-0.2243;0.0160;-0.0609;0.3364;45.5;42.4;42.9;46.7
E25;2022-01-01 02:33:30;339.06;16.77;-0.0226;-0.1990;-0.0695;0.3904;44.4;42.4;43.3;46.4
E25;2022-01-01 02:34:00;338.90;16.79;0.4372;-0.4278;0.1574;0.4931;44.5;42.4;43.4;46.9
E25;2022-01-01 02:34:30;338.74;16.82;0.5804;-0.0138;0.4593;0.3790;44.8;43.0;43.5;47.3
E25;2022-01-01 02:35:00;338.57;16.84;-0.3431;-0.1061;0.8704;0.2413;45.1;43.0;44.1;46.7
E25;2022-01-01 02:35:30;338.41;16.86;-0.3471;-0.2715;0.6803;0.1571;44.7;42.8;44.2;47.1
E25;2022-01-01 02:36:00;338.25;16.88;0.2440;-0.2805;0.0710;0.0240;45.1;43.2;43.5;47.7
E25;2022-01-01 02:36:30;338.09;16.90;0.3692;-0.4425;-0.2131;-0.0327;45.6;42.7;44.3;47.1
E25;2022-01-01 02:37:00;337.93;16.92;-0.0910;-0.3833;-0.0654;-0.0556;45.5;43.0;43.4;46.6
E25;2022-01-01 02:37:30;337.77;16.94;0.2178;-0.2219;0.3104;-0.1729;45.2;43.4;44.0;47.0
E25;2022-01-01 02:38:00;337.60;16.96;0.3231;-0.1527;0.4409;-0.1493;45.0;43.0;44.0;47.0
E25;2022-01-01 02:38:30;337.44;16.98;-0.1083;0.0132;0.5362;-0.2467;44.7;43.4;43.9;47.0
E25;2022-01-01 02:39:00;337.28;16.99;-0.9309;0.2715;0.7663;-0.3317;44.4;43.4;44.0;47.0
E25;2022-01-01 02:39:30;337.12;17.01;0.0450;0.2619;0.3362;-0.3582;45.0;43.3;43.3;47.0
E25;2022-01-01 02:40:00;336.95;17.02;0.3321;0.0950;0.2029;-0.4021;46.0;43.9;43.4;47.5
E25;2022-01-01 02:40:30;336.79;17.04;0.3897;-0.2959;0.0411;-0.4456;45.3;43.1;42.7;46.6
E25;2022-01-01 02:41:00;336.63;17.05;0.3412;-0.0869;-0.4830;-0.4509;45.3;43.9;42.7;47.0
E25;2022-01-01 02:41:30;336.47;17.06;0.2560;0.4137;-0.5223;-0.4182;45.1;44.8;42.0;47.0
E25;2022-01-01 02:42:00;336.30;17.07;0.1605;0.1340;-0.3722;-0.4805;44.7;44.0;42.1;47.0
E25;2022-01-01 02:42:30;336.14;17.08;-0.7690;-0.0452;-0.4666;-0.5634;43.6;44.3;42.1;46.8
E25;2022-01-01 02:43:00;335.98;17.09;0.0434;0.4812;-0.1417;-0.5528;43.4;44.9;41.5;46.7
E25;2022-01-01 02:43:30;335.81;17.10;0.2222;0.4023;-0.5134;-0.5190;44.1;44.8;42.1;46.8
E25;2022-01-01 02:44:00;335.65;17.11;-1.1131;0.7621;0.5476;-0.4274;44.8;44.6;42.8;47.6
E25;2022-01-01 02:44:30;335.48;17.11;-0.3660;0.2228;0.0774;-0.3020;44.0;44.0;43.2;47.2
E25;2022-01-01 02:45:00;335.32;17.12;-0.0957;0.0806;-0.4613;-0.2004;43.7;43.6;43.0;47.1
E25;2022-01-01 02:45:30;335.16;17.12;-1.1951;0.2500;0.1228;-0.1242;44.1;44.0;43.6;47.3
E25;2022-01-01 02:46:00;334.99;17.13;-0.4533;0.1611;0.2661;-0.1726;44.0;44.4;43.4;47.6
E25;2022-01-01 02:46:30;334.83;17.13;0.2023;0.1373;0.2381;-0.2156;43.1;44.6;43.6;47.8
E25;2022-01-01 02:47:00;334.66;17.13;-0.4981;0.4968;0.0498;-0.2204;43.6;44.9;43.4;48.0
E25;2022-01-01 02:47:30;334.50;17.13;-0.6159;0.2371;-0.0837;-0.2495;43.6;44.6;42.7;47.5
E25;2022-01-01 02:48:00;334.34;17.13;-0.3372;-0.2347;0.2085;-0.3020;43.3;44.4;43.0;47.6
E25;2022-01-01 02:48:30;334.17;17.13;-0.9729;-0.6914;-0.4332;-0.4426;44.6;44.1;43.3;47.5
E25;2022-01-01 02:49:00;334.01;17.13;-0.2590;0.0159;-0.5496;-0.4779;44.6;44.4;42.9;47.6
E25;2022-01-01 02:49:30;333.84;17.13;0.3096;0.6126;-0.4928;-0.4031;43.7;44.9;43.4;47.5
E25;2022-01-01 02:50:00;333.68;17.12;-0.6893;0.0032;-0.3714;-0.2971;45.4;45.0;43.3;48.4
E25;2022-01-01 02:50:30;333.51;17.12;-0.2010;0.1521;0.4842;-0.1394;44.4;44.9;43.3;48.0
E25;2022-01-01 02:51:00;333.35;17.11;-0.2319;0.1163;0.1909;-0.1018;44.4;44.7;43.5;48.1
E25;2022-01-01 02:51:30;333.18;17.11;0.2200;0.0592;0.3843;-0.0671;44.9;44.6;43.8;48.0
E25;2022-01-01 02:52:00;333.02;17.10;0.1537;0.1526;-0.2242;-0.0743;43.6;45.1;44.0;48.5
E25;2022-01-01 02:52:30;332.85;17.09;-0.5847;-0.0012;0.1133;-0.0942;42.7;45.1;43.9;48.0
E25;2022-01-01 02:53:00;332.69;17.08;-1.3109;0.1594;0.8296;-0.0780;42.7;44.9;44.4;48.3
E25;2022-01-01 02:53:30;332.52;17.07;-0.2962;-0.0356;0.2093;-0.1734;43.2;44.9;44.2;47.9
E25;2022-01-01 02:54:00;332.36;17.06;0.0453;-0.0210;-0.5079;-0.0942;44.7;44.5;44.0;48.0
E25;2022-01-01 02:54:30;332.20;17.05;0.6656;0.1173;-0.5465;-0.0107;45.0;45.8;43.6;48.3
E25;2022-01-01 02:55:00;332.03;17.04;0.2415;-0.1158;0.3535;0.0295;44.9;45.1;44.3;48.3
E25;2022-01-01 02:55:30;331.87;17.03;-0.0883;0.0660;0.3090;-0.0514;43.8;45.3;44.3;48.8
E25;2022-01-01 02:56:00;331.70;17.01;-0.8291;-0.0158;0.1273;-0.1087;43.1;45.1;45.1;48.3
E25;2022-01-01 02:56:30;331.54;17.00;-0.5181;0.1594;0.3398;-0.1252;43.2;44.8;44.4;48.4
E25;2022-01-01 02:57:00;331.37;16.98;0.0654;0.1405;-0.1128;-0.2037;43.4;44.9;43.9;48.4
E25;2022-01-01 02:57:30;331.21;16.97;-0.3811;0.2057;-0.0028;-0.1407;43.5;45.7;43.8;48.7
E25;2022-01-01 02:58:00;331.04;16.95;0.0202;0.4484;-0.4502;-0.0747;44.6;45.6;43.7;49.0
E25;2022-01-01 02:58:30;330.88;16.93;0.0754;0.2620;0.3026;-0.0202;44.2;46.0;44.3;48.9
E25;2022-01-01 02:59:00;330.72;16.91;-0.0875;0.5770;-0.5069;-0.0033;43.9;45.7;43.8;48.8
E25;2022-01-01 02:59:30;330.55;16.89;-0.2606;0.2783;-0.0513;0.1365;43.6;46.6;44.0;48.9
E25;2022-01-01 03:00:00;330.39;16.87;0.2439;0.7153;-0.2136;0.2923;44.0;47.0;44.6;49.5
E25;2022-01-01 03:00:30;330.22;16.85;0.0714;0.3333;0.3507;0.3747;43.9;45.7;45.0;49.1
E25;2022-01-01 03:01:00;330.06;16.82;-0.2554;0.2593;0.2355;0.4426;43.8;45.8;45.3;49.7
E25;2022-01-01 03:01:30;329.90;16.80;0.2917;-0.0188;0.6907;0.3293;42.3;45.3;45.9;49.0
E25;2022-01-01 03:02:00;329.73;16.78;-0.7785;0.0635;0.5494;0.2765;42.7;45.7;45.6;49.6
E25;2022-01-01 03:02:30;329.57;16.75;-0.6048;0.2036;0.1436;0.1190;43.0;45.7;45.2;49.1
E25;2022-01-01 03:03:00;329.41;16.72;-0.5389;-0.0927;0.3399;0.1171;42.6;45.5;45.9;48.7
E25;2022-01-01 03:03:30;329.24;16.70;-0.0464;0.4172;0.4797;-0.0045;41.9;45.5;45.4;48.7
E25;2022-01-01 03:04:00;329.08;16.67;-0.9769;-0.3750;0.4449;-0.0588;41.5;44.6;45.4;48.7
E25;2022-01-01 03:04:30;328.92;16.64;-0.9348;0.1159;-0.2763;-0.1530;43.0;45.1;44.6;49.0
E25;2022-01-01 03:05:00;328.75;16.61;0.1808;0.1660;-0.2072;-0.1601;42.3;45.3;44.2;48.7
E25;2022-01-01 03:05:30;328.59;16.58;-0.6744;0.8148;-0.3731;-0.0164;42.4;45.9;44.6;49.1
E25;2022-01-01 03:06:00;328.43;16.55;-0.1672;0.7604;-0.0376;0.0869;43.5;46.7;44.0;49.5
E25;2022-01-01 03:06:30;328.26;16.52;-0.0645;0.8808;-0.4544;0.2212;43.2;46.7;44.4;49.2
E25;2022-01-01 03:07:00;328.10;16.48;-0.5351;0.4501;0.2942;0.2987;43.3;46.7;44.9;49.7
E25;2022-01-01 03:07:30;327.94;16.45;0.4807;0.3403;0.1607;0.3309;43.0;45.9;45.1;49.0
E25;2022-01-01 03:08:00;327.78;16.41;-0.1685;0.1393;0.6478;0.2919;43.2;45.5;45.7;49.5
E25;2022-01-01 03:08:30;327.62;16.38;-0.1769;-0.1032;0.5577;0.2053;42.8;44.9;46.0;49.0
E25;2022-01-01 03:09:00;327.45;16.34;0.1796;-0.3090;0.7311;0.0565;42.3;44.8;46.4;49.3
E25;2022-01-01 03:09:30;327.29;16.30;-0.3220;-0.4672;0.5385;-0.0367;43.4;45.5;45.8;49.2
E25;2022-01-01 03:10:00;327.13;16.26;0.4790;0.0048;0.5721;-0.1398;43.6;45.2;45.3;49.0
E25;2022-01-01 03:10:30;326.97;16.23;0.7208;0.2313;-0.1336;-0.1710;43.3;45.2;43.7;48.9
E25;2022-01-01 03:11:00;326.81;16.19;-0.0128;0.4556;-0.5649;-0.0837;43.4;45.6;43.6;48.2
E25;2022-01-01 03:11:30;326.65;16.14;0.5136;0.0572;-0.3451;0.0301;43.1;46.2;43.6;48.7
E25;2022-01-01 03:12:00;326.49;16.10;0.3420;0.0782;0.0046;0.0602;43.9;45.3;43.8;48.8
E25;2022-01-01 03:12:30;326.33;16.06;0.5831;0.2933;0.1557;0.1705;43.6;45.6;44.8;49.0
E25;2022-01-01 03:13:00;326.17;16.02;0.5308;0.4194;0.4167;0.2387;43.9;45.7;44.5;48.8
E25;2022-01-01 03:13:30;326.01;15.97;-0.0398;0.2705;0.5513;0.2337;43.0;45.8;44.7;49.2
E25;2022-01-01 03:14:00;325.85;15.93;-0.1347;-0.1715;0.4502;0.1727;42.4;45.4;44.4;48.8
E25;2022-01-01 03:14:30;325.69;15.88;-0.2943;-0.7401;-0.3149;0.0493;43.8;44.7;44.8;48.3
E25;2022-01-01 03:15:00;325.53;15.84;0.3940;-0.4886;-0.4458;0.0607;43.3;44.8;44.6;48.8
E25;2022-01-01 03:15:30;325.37;15.79;0.1286;-0.4855;-0.3057;0.0523;43.6;44.9;44.5;48.5
E25;2022-01-01 03:16:00;325.21;15.74;-0.3162;-0.4798;0.1271;-0.0092;42.4;45.1;44.7;48.8
E25;2022-01-01 03:16:30;325.05;15.69;0.0743;-0.3093;-0.0889;-0.1121;42.3;44.8;44.8;48.3
E25;2022-01-01 03:17:00;324.89;15.64;0.1348;0.1206;-0.2729;-0.0440;41.4;45.3;43.7;48.2
E25;2022-01-01 03:17:30;324.73;15.59;-0.6249;0.3453;-0.5080;-0.0243;40.8;45.7;43.5;48.7
E25;2022-01-01 03:18:00;324.58;15.54;-0.9343;0.3320;-0.3175;0.0362;40.6;45.6;43.8;48.6
E25;2022-01-01 03:18:30;324.42;15.49;-0.1043;0.4344;0.1848;0.1260;41.0;45.9;44.0;48.8
E25;2022-01-01 03:19:00;324.26;15.43;0.3604;0.4939;0.2138;0.1653;40.9;46.0;44.0;49.2
E25;2022-01-01 03:19:30;324.10;15.38;0.0916;0.5107;-0.0614;0.2634;41.4;46.3;43.7;49.3
E25;2022-01-01 03:20:00;323.95;15.32;-0.5561;0.2409;-0.0482;0.3126;40.6;46.2;44.6;49.2
E25;2022-01-01 03:20:30;323.79;15.27;-0.2553;-0.0062;0.4817;0.2172;41.5;45.1;45.4;48.9
E25;2022-01-01 03:21:00;323.63;15.21;-0.2865;0.4023;0.4644;0.1472;40.9;45.2;44.9;48.5
E25;2022-01-01 03:21:30;323.48;15.16;-0.1524;0.3709;0.5891;0.0564;41.1;44.4;45.1;48.3
E25;2022-01-01 03:22:00;323.32;15.10;-0.2684;0.6084;0.8873;-0.0732;39.9;44.7;44.7;48.3
E25;2022-01-01 03:22:30;323.17;15.04;0.0937;0.2367;0.1452;-0.1744;40.4;44.7;44.2;48.2
E25;2022-01-01 03:23:00;323.01;14.98;-0.0088;0.1937;-0.0302;-0.1910;41.3;44.5;44.0;47.7
E25;2022-01-01 03:23:30;322.86;14.92;-0.0556;-0.1097;-0.3390;-0.2487;41.9;43.8;43.1;46.9
E25;2022-01-01 03:24:00;322.70;14.86;0.7471;-0.1456;-0.1036;-0.2464;42.4;43.8;42.8;47.0
E25;2022-01-01 03:24:30;322.55;14.80;0.7390;-0.1458;-0.0998;-0.2266;42.6;43.7;43.0;47.1
E25;2022-01-01 03:25:00;322.39;14.73;0.4768;-0.3209;-0.3025;-0.1289;43.3;43.9;42.5;47.2
E25;2022-01-01 03:25:30;322.24;14.67;0.3028;-0.5981;-0.1893;-0.1245;42.8;44.0;42.4;47.1
E25;2022-01-01 03:26:00;322.09;14.61;0.1575;-0.3489;-0.3406;-0.1673;43.3;44.5;43.0;47.0
E25;2022-01-01 03:26:30;321.93;14.54;0.5390;-0.0559;-0.0777;-0.1739;42.6;44.7;42.8;47.4
E25;2022-01-01 03:27:00;321.78;14.48;0.0925;0.0994;-0.5201;-0.1470;41.9;44.2;42.1;47.2
E25;2022-01-01 03:27:30;321.63;14.41;0.0600;-0.4579;-0.9419;-0.0708;41.3;44.1;41.5;46.7
E25;2022-01-01 03:28:00;321.48;14.34;-0.1637;-0.3603;-1.2050;0.0164;40.5;44.2;41.6;46.7
E25;2022-01-01 03:28:30;321.32;14.28;-0.6888;-0.0177;-0.1055;0.1597;40.2;44.4;42.7;47.5
E25;2022-01-01 03:29:00;321.17;14.21;-0.1736;-0.4207;-0.3214;0.1906;39.0;44.6;42.5;47.4
E25;2022-01-01 03:29:30;321.02;14.14;-1.4644;-0.2584;-0.2029;0.1609;38.2;44.6;43.0;47.4
E25;2022-01-01 03:30:00;320.87;14.07;-0.4021;-0.1555;0.1383;0.1367;38.2;44.5;43.0;47.9
E25;2022-01-01 03:30:30;320.72;14.00;-0.4175;-0.2522;-0.0552;0.1082;39.0;44.1;43.3;47.8
E25;2022-01-01 03:31:00;320.57;13.93;0.5468;-0.3749;0.0830;0.0485;40.2;44.2;43.6;47.5
E25;2022-01-01 03:31:30;320.42;13.85;0.2907;-0.1894;0.2958;0.0615;40.9;44.4;43.4;48.0
E25;2022-01-01 03:32:00;320.27;13.78;0.6655;-0.3539;0.3030;0.0094;41.2;44.5;43.4;47.5
E25;2022-01-01 03:32:30;320.12;13.71;0.6292;0.0844;0.3821;-0.0444;42.4;43.9;43.2;47.6
E25;2022-01-01 03:33:00;319.97;13.63;0.3151;0.2848;-0.2777;0.0223;42.7;43.6;42.9;47.4
E25;2022-01-01 03:33:30;319.82;13.56;0.8617;-0.0245;-0.1157;0.1435;42.5;43.7;42.8;47.1
E25;2022-01-01 03:34:00;319.68;13.48;0.1938;0.1684;-0.0842;0.1322;41.6;43.6;42.2;46.8
E25;2022-01-01 03:34:30;319.53;13.41;-0.1117;-0.0585;0.0293;0.1483;40.0;42.8;42.5;46.8
E25;2022-01-01 03:35:00;319.38;13.33;-0.8450;0.0012;0.5336;0.1089;37.8;43.1;42.6;46.6
E25;2022-01-01 03:35:30;319.23;13.25;-0.7967;-0.6409;0.2482;0.0046;38.5;42.4;41.9;45.9
E25;2022-01-01 03:36:00;319.09;13.17;-0.5659;-0.2001;0.1338;-0.0422;38.2;42.3;41.3;45.3
E25;2022-01-01 03:36:30;318.94;13.09;0.0208;-0.0110;0.0636;-0.0565;40.2;43.3;41.5;46.5
E25;2022-01-01 03:37:00;318.80;13.01;0.4231;-0.0722;-0.6559;-0.0411;40.7;43.2;41.4;46.2
E25;2022-01-01 03:37:30;318.65;12.93;0.3404;-0.2040;-0.4689;0.0809;42.3;44.1;41.6;46.9
E25;2022-01-01 03:38:00;318.51;12.85;0.5575;-0.0982;-0.3452;0.1644;42.4;44.3;41.9;47.3
E25;2022-01-01 03:38:30;318.36;12.77;0.2887;0.2445;-0.2019;0.2039;40.9;43.8;41.6;46.8
E25;2022-01-01 03:39:00;318.22;12.69;0.0434;0.2783;0.0315;0.2126;41.6;44.0;42.6;47.1
E25;2022-01-01 03:39:30;318.07;12.60;0.4609;0.3383;-0.0580;0.2783;40.5;43.9;42.7;46.9
E25;2022-01-01 03:40:00;317.93;12.52;0.6370;0.3661;-0.3047;0.1396;40.8;43.6;41.9;46.8
E25;2022-01-01 03:40:30;317.79;12.44;0.2540;-0.2641;-0.3730;0.1491;40.6;41.6;41.2;45.7
E25;2022-01-01 03:41:00;317.64;12.35;-0.1936;-0.1683;-0.5220;-0.0462;40.0;41.7;40.8;44.7
E25;2022-01-01 03:41:30;317.50;12.26;-0.1066;-0.0983;-0.7021;-0.1493;40.2;41.4;40.2;44.7
E25;2022-01-01 03:42:00;317.36;12.18;0.1495;-0.5837;-0.8753;-0.3746;40.9;41.0;40.4;44.5
E25;2022-01-01 03:42:30;317.22;12.09;0.7841;-0.4993;-0.3695;-0.4059;42.3;40.6;40.6;44.4
E25;2022-01-01 03:43:00;317.08;12.00;0.3287;-0.6352;0.3241;-0.4461;42.3;41.1;40.5;44.6
E25;2022-01-01 03:43:30;316.93;11.91;0.0619;-0.0625;-0.0546;-0.3520;41.5;41.2;40.6;44.8
E25;2022-01-01 03:44:00;316.79;11.83;0.2092;-0.1398;0.3487;-0.3075;41.2;41.4;41.1;45.7
E25;2022-01-01 03:44:30;316.65;11.74;0.1414;-0.2119;0.0206;-0.3404;41.3;41.9;40.9;44.8
E25;2022-01-01 03:45:00;316.51;11.64;0.5373;-0.0926;0.8492;-0.3578;41.5;41.0;41.2;44.9
E25;2022-01-01 03:45:30;316.38;11.55;-0.1792;0.1457;0.4443;-0.3725;41.5;41.8;40.8;45.1
E25;2022-01-01 03:46:00;316.24;11.46;0.1585;-0.3851;0.0582;-0.3081;41.6;41.6;40.0;44.8
E25;2022-01-01 03:46:30;316.10;11.37;-0.0255;0.3917;-0.1695;-0.2765;42.2;42.4;41.2;45.3
E25;2022-01-01 03:47:00;315.96;11.28;0.6800;0.4725;0.1001;-0.0805;42.5;42.6;40.2;45.5
E25;2022-01-01 03:47:30;315.82;11.18;0.1081;0.2842;-0.6608;0.0561;42.6;42.1;40.4;45.1
E25;2022-01-01 03:48:00;315.68;11.09;0.2352;0.6934;0.3087;0.1443;41.5;42.3;41.3;45.7
E25;2022-01-01 03:48:30;315.55;11.00;-0.0204;0.2982;0.2601;0.1322;41.0;41.9;41.2;45.0
E25;2022-01-01 03:49:00;315.41;10.90;-0.7672;0.4149;-0.0943;0.1548;40.1;42.3;41.4;45.8
E25;2022-01-01 03:49:30;315.28;10.80;-0.3838;0.2653;0.2219;0.2304;41.2;43.0;42.3;46.5
E25;2022-01-01 03:50:00;315.14;10.71;0.0931;0.4495;0.1017;0.2070;40.9;41.8;41.3;45.1
E25;2022-01-01 03:50:30;315.00;10.61;-0.1342;0.2741;0.2107;0.2829;40.5;41.8;41.4;45.8
E25;2022-01-01 03:51:00;314.87;10.51;0.2760;-0.6053;0.5207;0.1938;42.0;41.0;42.6;45.6
E25;2022-01-01 03:51:30;314.74;10.41;0.1052;0.2941;-0.2141;0.2330;41.4;40.7;41.4;44.3
E25;2022-01-01 03:52:00;314.60;10.32;0.3906;-0.8899;0.6808;0.1344;42.5;40.0;41.9;45.1
E25;2022-01-01 03:52:30;314.47;10.22;-0.2315;-0.1643;0.4542;-0.0434;41.8;40.2;40.8;44.6
E25;2022-01-01 03:53:00;314.33;10.12;0.2763;-0.2349;0.0195;-0.0086;41.8;40.1;40.0;43.5
E25;2022-01-01 03:53:30;314.20;10.02;-0.0153;0.3425;-0.0523;0.0539;41.4;40.6;39.6;44.3
E25;2022-01-01 03:54:00;314.07;9.92;0.2582;-0.2216;0.0053;0.2028;41.6;40.2;39.6;43.9
E25;2022-01-01 03:54:30;313.94;9.81;0.0206;-0.3104;0.7966;0.1263;40.8;41.4;40.7;45.1
E25;2022-01-01 03:55:00;313.81;9.71;0.0143;0.2011;0.0182;0.1768;41.2;42.2;40.6;44.9
E25;2022-01-01 03:55:30;313.67;9.61;0.1050;-0.1556;0.3068;0.1664;41.2;43.0;40.4;45.5
E25;2022-01-01 03:56:00;313.54;9.51;-0.4862;0.3947;0.1237;0.1768;40.5;42.5;41.2;45.8
E25;2022-01-01 03:56:30;313.41;9.40;0.2610;0.3170;0.1498;0.1507;41.7;42.3;41.6;45.3
E25;2022-01-01 03:57:00;313.28;9.30;-0.1025;-0.0963;-0.0982;0.0188;41.6;41.7;41.1;44.6
E25;2022-01-01 03:57:30;313.15;9.19;0.2617;0.1934;-0.3942;-0.0060;42.4;41.7;40.8;45.1
E25;2022-01-01 03:58:00;313.03;9.09;0.2492;0.0798;-0.1885;0.0791;42.3;42.2;40.9;45.3
E25;2022-01-01 03:58:30;312.90;8.98;0.5988;0.3487;-0.8905;0.1638;43.6;42.0;40.2;44.7
E25;2022-01-01 03:59:00;312.77;8.88;0.0843;-0.1037;-0.2290;-0.0529;41.5;40.9;40.0;44.1
E25;2022-01-01 03:59:30;312.64;8.77;0.3026;0.1252;-0.6184;-0.1215;41.8;40.7;38.7;43.5
E25;2022-01-01 04:00:00;312.51;8.66;0.1097;-0.3418;-0.4680;-0.2461;40.4;40.2;38.3;43.3
E25;2022-01-01 04:00:30;312.39;8.55;-0.5442;-0.0362;-1.2107;-0.2458;39.0;39.9;37.9;42.3
E25;2022-01-01 04:01:00;312.26;8.44;-0.1397;-0.4376;-0.8512;-0.2628;38.9;39.6;38.5;42.9
E25;2022-01-01 04:01:30;312.13;8.34;-0.0109;-0.4639;-0.1177;-0.3439;40.3;39.7;39.0;42.7
E25;2022-01-01 04:02:00;312.01;8.23;0.1855;-0.6682;-0.2206;-0.4201;39.8;40.5;39.4;43.5
E25;2022-01-01 04:02:30;311.88;8.12;-0.2246;-0.0630;-0.4581;-0.3365;39.9;40.7;38.4;43.3
E25;2022-01-01 04:03:00;311.76;8.01;-0.4170;0.1933;-0.9243;-0.2038;39.9;41.9;38.3;44.5
E25;2022-01-01 04:03:30;311.63;7.89;0.1504;-0.1305;-0.5053;0.0848;40.9;42.1;39.7;44.7
E25;2022-01-01 04:04:00;311.51;7.78;-0.6495;-0.1265;0.0670;0.0642;39.9;41.8;40.4;44.7
E25;2022-01-01 04:04:30;311.39;7.67;0.1480;-0.3101;-0.1728;-0.0695;41.2;41.3;40.4;44.7
E25;2022-01-01 04:05:00;311.26;7.56;-0.0775;0.1353;-0.0284;-0.1810;40.3;41.9;40.1;45.0
E25;2022-01-01 04:05:30;311.14;7.45;-0.1905;-0.4022;-0.1334;-0.1188;39.8;40.9;40.8;44.9
E25;2022-01-01 04:06:00;311.02;7.33;-0.1410;-0.5078;0.2056;0.0100;40.4;41.6;41.2;45.1
E25;2022-01-01 04:06:30;310.89;7.22;-0.1630;-0.5467;0.4691;0.0372;39.3;41.4;41.8;45.6
E25;2022-01-01 04:07:00;310.77;7.10;-0.2996;-0.0211;0.4958;-0.1128;40.2;41.9;42.1;45.5
E25;2022-01-01 04:07:30;310.65;6.99;0.1431;-0.1427;0.0992;-0.1804;40.5;41.4;40.7;44.9
E25;2022-01-01 04:08:00;310.53;6.88;0.1665;-0.0070;0.1833;-0.0539;40.9;41.1;40.8;44.6
E25;2022-01-01 04:08:30;310.41;6.76;0.0174;-0.1385;0.2173;0.0921;41.1;41.2;40.2;44.9
E25;2022-01-01 04:09:00;310.29;6.64;0.0457;-0.2978;0.4202;0.0919;42.8;41.3;41.3;45.3
E25;2022-01-01 04:09:30;310.17;6.53;-0.2891;0.1008;0.6628;0.0558;41.7;41.1;41.5;44.8
E25;2022-01-01 04:10:00;310.05;6.41;0.1083;-0.1291;0.1625;-0.0719;41.4;41.4;41.7;45.0
E25;2022-01-01 04:10:30;309.93;6.29;0.1471;-0.1577;0.1772;-0.1457;41.9;41.2;41.8;45.3
E25;2022-01-01 04:11:00;309.81;6.17;0.4007;-0.5040;0.2362;-0.1248;42.4;40.2;40.6;44.1
E25;2022-01-01 04:11:30;309.70;6.06;0.1399;-0.6530;0.1340;-0.2329;42.3;40.5;39.8;43.8
E25;2022-01-01 04:12:00;309.58;5.94;-0.3829;-0.0827;0.3355;-0.1979;40.4;40.2;39.9;43.7
E25;2022-01-01 04:12:30;309.46;5.82;-0.0835;-0.1411;0.2427;-0.0051;40.7;40.9;40.0;44.2
E25;2022-01-01 04:13:00;309.35;5.70;0.0976;-0.0102;-0.4750;-0.0029;41.1;42.2;40.6;45.0
E25;2022-01-01 04:13:30;309.23;5.58;0.0324;0.2570;-0.1089;0.1532;40.4;42.1;40.2;44.9
E25;2022-01-01 04:14:00;309.11;5.46;-0.1140;-0.0190;-0.1119;-0.0604;41.1;41.9;40.7;45.3
E25;2022-01-01 04:14:30;309.00;5.34;-0.6062;-0.0664;0.0530;0.0885;38.2;41.9;40.1;45.0
E25;2022-01-01 04:15:00;308.88;5.22;0.0687;0.1957;0.2765;-0.0884;39.4;41.9;41.2;45.5
E25;2022-01-01 04:15:30;308.77;5.10;-0.1495;0.0257;-0.0296;-0.1132;38.8;42.4;40.5;45.5
E25;2022-01-01 04:16:00;308.65;4.97;-0.1938;0.2404;-0.2734;0.0935;39.4;43.3;41.2;46.0
E25;2022-01-01 04:16:30;308.54;4.85;0.2728;0.0197;0.2568;-0.0672;40.1;43.2;42.3;46.5
E25;2022-01-01 04:17:00;308.43;4.73;0.1235;0.1107;-0.1546;-0.0500;41.5;42.8;41.3;46.1
